"INDEX","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","JOB_EDU","HOME_INCOME","MVR_PTS_Trans","AGE_SEX","BLUEBOOK_TRAN","TARGET_FLAG_Proba","TARGET_FLAG","TARGET_AMT"
763,0,33,0,11,25871,0,122916,0,1,2,2,47,0,12400,20,1,0,5531,2,0,6,1,0,1,119.078470100709,2,7.05272104923232,94.4600280869519,0.2,0,0
767,0,58,0,12,69282,0,295989,1,0,3,5,47,0,10520,6,4,0,1142,1,0,0,13,1,3,140.417641388645,0,4.07753744390572,88.5235301022181,0.3,0,0
774,0,30,0,10,27803,0,0,0,1,2,4,41,0,7280,4,1,0,6322,2,0,5,8,1,2,0,2,6.86797440897029,76.5146614555894,0.7,1,3725.12963515122
776,0,50,0,8,34611,0,0,0,1,2,4,47,0,12760,1,1,0,3908,2,0,4,8,1,2,0,2,7.86365126544865,95.5321678650011,0.7,1,3989.97728517013
788,0,47,0,12,55019,0,206801,1,1,3,5,51,0,18110,4,2,0,9085,2,0,1,9,1,3,133.599861751088,1,7.74240202181578,109.649333685004,0.4,0,0
794,0,42,1,11,200928,0,513817,1,0,5,6,25,1,5600,1,4,0,4020,1,0,2,14,1,3,160.566209225383,1,3.76120011569356,68.934917510923,0.4,0,0
799,0,33,1,12,92060,1,0,0,1,3,5,24,0,14010,5,2,0,0,0,0,0,10,1,3,0,0,7.05272104923232,99.1164604765803,0.5,0,0
803,0,36,0,11,48901,0,210300,1,0,2,6,5,0,5100,1,4,0,3805,3,0,0,9,1,2,132.338248273383,0,3.61091791264422,66.412255661046,0.4,0,0
806,3,38,3,9,38212,1,160245,0,0,3,4,61,1,22320,1,3,1,4326,4,0,6,13,0,2,126.447268258695,2,3.66356164612965,119.026596768016,0.7,1,4561.856488094
807,0,36,1,10,100095,1,0,0,1,4,7,15,0,17520,1,2,0,0,0,0,0,19,1,3,0,0,7.22183582528845,108.231253745987,0.4,0,0
811,0,56,0,8,42834,0,146455,1,0,3,3,29,1,22760,4,5,1,0,0,0,5,8,0,2,126.855950584527,2,4.04305126783455,119.941418401516,0.2,0,0
816,0,37,3,15,130123,0,306852,1,1,3,3,59,1,32260,4,1,0,0,0,0,0,7,1,2,148.782516839959,0,7.27517231945277,137.498577380007,0.4,0,0
818,0,57,0,13,27281,0,198619,1,1,2,2,24,0,22470,4,2,0,0,0,1,1,1,1,1,124.601890709101,1,8.12088602109284,119.339706059621,0.5,0,0
819,0,37,4,11,34622,0,188514,1,0,4,5,30,0,20170,6,3,0,7875,1,0,0,1,1,3,126.963064179236,0,3.63758615972639,114.38856529207,0.3,0,0
831,1,38,3,15,57925,0,144063,1,0,1,3,16,0,30770,6,1,1,0,0,0,0,6,1,1,130.265236656904,0,3.66356164612965,134.978505894684,0.3,0,0
835,1,39,3,17,25846,0,107211,1,0,2,4,68,1,26850,10,5,1,0,0,0,3,7,1,2,117.678263546272,1,3.68887945411394,127.966845086454,0.6,1,4575.99069953699
837,0,43,2,13,126496,0,281454,1,0,4,5,22,1,26980,7,5,1,0,0,0,5,16,1,3,147.410378996977,2,3.78418963391826,128.209143892088,0.4,0,0
841,1,41,1,11,182782,1,0,0,0,5,7,36,1,23880,3,5,0,5639,2,1,5,14,1,4,0,2,3.73766961828337,122.221933319174,0.8,1,4583.21759435157
846,0,28,4,12,94675,1,291876,0,0,4,5,47,0,10320,6,4,0,0,0,0,3,17,1,3,144.191193386815,1,3.36729582998647,87.854599957811,0.5,1,3827.1752126816
856,0,47,0,0,0,0,67647,1,1,3,2,19,0,6200,9,2,0,23972,2,1,1,9,1,2,0,1,7.74240202181578,71.7851712761284,0.7,1,3459.16434564783
861,0,38,0,12,44681,0,122423,1,0,1,4,35,1,32460,1,5,1,1414,2,0,4,1,1,1,125.438955143568,2,3.66356164612965,137.83134154371,0.7,1,4849.12393980058
862,0,53,0,11,27045,0,161922,1,0,3,4,54,1,6800,6,4,0,6523,3,0,4,7,1,2,122.41124282521,2,3.98898404656427,74.4701080573775,0.8,1,3668.77790912458
863,0,48,0,11,75984,0,0,0,1,2,3,42,1,37310,1,6,0,40386,3,1,1,2,1,2,0,1,7.78364059622125,145.541993157424,0.9,1,4819.76890327799
865,0,48,0,12,88745,0,241555,1,1,2,3,55,1,7050,1,2,0,1031,2,0,5,12,1,2,141.22121568966,2,7.78364059622125,75.5456918260768,0.7,1,3715.75103813161
871,0,44,2,14,26377,1,169045,0,0,2,4,30,0,8540,1,1,1,4236,3,0,3,1,1,2,122.54952630115,1,3.80666248977032,81.514111055816,0.7,1,3707.22822597283
879,0,54,0,6,73663,0,268990,1,0,3,5,14,1,41310,7,5,0,36700,1,1,3,5,1,3,140.118138187835,1,4.00733318523247,151.447950959333,0.5,0,0
880,0,55,0,15,87426,0,286182,1,0,3,3,41,0,8410,4,4,0,0,0,0,0,9,1,2,142.964621388922,0,4.02535169073515,81.020279677197,0.4,0,0
881,0,41,2,12,10758,0,92197,1,1,4,2,41,1,22210,7,4,0,0,0,0,2,12,1,2,106.126104533663,1,7.47533923656674,118.796158344193,0.6,1,4321.45331416398
885,0,57,0,12,210811,0,0,0,0,4,6,7,1,28280,1,5,1,3542,1,0,4,17,1,3,0,2,4.06044301054642,130.593520366086,0.5,1,4684.4372627747
887,0,48,0,8,75914,0,0,0,1,3,5,51,0,13240,1,2,0,0,0,0,0,1,1,3,0,0,7.78364059622125,96.9330829851309,0.5,1,3811.0309295949
892,0,43,0,11,90213,0,293850,1,0,5,8,21,0,16210,4,3,1,0,0,0,0,14,1,4,143.660592143429,0,3.78418963391826,104.973836849495,0.2,0,0
898,0,47,0,11,93658,0,303850,1,0,4,7,37,0,6200,5,1,0,0,0,0,0,15,1,3,144.515528118605,0,3.87120101090789,71.7851712761284,0.2,0,0
900,0,55,0,11,34466,0,152288,0,1,2,4,32,0,17080,7,1,0,0,0,0,1,1,1,2,124.678684514845,1,8.0507033814703,107.154434033142,0.4,0,0
904,0,48,0,10,173279,0,0,0,1,5,8,27,0,22390,4,3,0,7357,2,0,8,1,1,4,0,2,7.78364059622125,119.172875264613,0.5,1,4704.83457761803
906,0,41,1,0,0,0,65804,1,1,1,2,31,0,5600,1,2,0,7792,3,0,2,1,1,1,0,1,7.47533923656674,68.934917510923,0.7,1,3469.95979178477
910,2,42,3,17,28916,0,115937,1,1,1,4,43,0,8300,4,6,0,958,1,0,4,7,1,1,119.782005503105,2,7.52240023138712,80.5987356473017,0.8,1,3786.41084344788
912,0,32,2,7,196889,1,466804,0,0,5,7,43,1,30470,10,5,1,6042,3,0,0,14,1,4,159.129427078033,0,3.49650756146648,134.462067195252,0.4,0,0
913,0,34,3,9,23439,0,113409,1,1,2,4,38,0,7240,4,1,0,0,0,1,1,6,1,2,117.111570869249,1,7.11069612297883,76.3475140691508,0.6,1,3521.78323148417
919,0,46,0,11,68126,0,214584,1,1,3,5,52,0,21160,1,1,0,0,0,0,0,6,1,3,136.626319102661,0,7.70029520342012,116.560236817721,0.3,0,0
924,0,50,0,0,0,0,0,0,1,2,2,37,0,6500,3,6,0,0,0,0,0,1,1,1,0,0,7.86365126544865,73.1467359641131,0.7,1,3470.87534090578
925,0,43,1,8,23921,1,0,0,1,2,4,25,0,14070,21,6,0,3805,1,0,2,1,1,2,0,1,7.56837926783652,99.2834553579178,0.6,1,3998.30780597338
930,0,47,0,11,78953,0,233925,1,0,3,3,23,1,17410,4,3,1,0,0,0,1,8,1,2,139.410156303792,1,3.87120101090789,107.963625501361,0.4,0,0
940,0,46,0,10,107872,0,324375,1,1,4,7,35,0,12290,4,6,0,4784,3,0,3,11,1,3,147.056772278685,1,7.70029520342012,94.1286114158597,0.5,0,0
941,0,56,0,14,13692,0,134847,1,1,2,2,28,0,35620,1,2,0,0,0,0,0,9,1,1,112.504128907132,0,8.0861025356691,142.929396329939,0.3,0,0
946,0,40,0,12,74117,0,252030,1,1,4,6,24,1,28620,1,3,0,5784,1,0,0,15,1,3,139.464672867465,0,7.42714413340862,131.205936974829,0.3,0,0
949,0,38,0,11,71263,0,193720,1,1,3,3,34,1,14980,9,2,0,29447,1,1,0,9,1,2,136.036007534939,0,7.32712329225929,101.764165037081,0.6,1,3885.84169672395
951,1,36,1,11,109631,0,277683,1,1,3,3,15,1,29960,10,1,0,0,0,0,0,12,1,2,145.45839755834,0,7.22183582528845,133.576882058481,0.2,0,0
962,0,30,0,10,37614,0,165402,1,0,2,3,75,1,16170,6,1,1,0,0,0,1,1,0,2,126.591937784235,1,3.43398720448515,104.871864186685,0.2,0,0
966,0,42,0,7,2763,0,0,1,0,2,1,44,1,7230,4,4,0,0,0,0,0,9,0,1,0,0,3.76120011569356,76.305638362487,0.4,0,0
967,0,54,0,7,91916,0,266099,1,1,3,5,42,0,16090,1,2,0,0,0,0,0,9,0,3,142.762329145532,0,8.01466637046494,104.667451597974,0.1,0,0
971,1,39,1,12,20653,1,0,0,0,1,4,40,1,5400,6,4,1,0,0,0,4,1,1,1,0,2,3.68887945411394,67.9432047378023,0.9,1,3570.34534916383
981,0,54,0,9,94995,0,301004,1,1,5,4,42,1,33700,7,1,1,5172,1,0,6,10,0,3,144.586607970467,2,8.01466637046494,139.866809291514,0.1,0,0
982,1,36,2,9,21873,1,118100,0,0,1,4,27,0,7290,6,1,0,0,0,0,0,1,0,1,116.711830261228,0,3.61091791264422,76.5563598368932,0.2,0,0
983,0,48,0,5,92868,0,256927,1,1,4,6,39,0,15590,7,2,0,0,0,0,2,9,1,3,142.489805916162,1,7.78364059622125,103.375459006186,0.3,0,0
984,0,53,0,10,185291,0,475137,1,1,5,6,49,0,22070,17,4,0,0,0,0,3,12,1,3,158.551528527293,1,7.97796809312855,118.501853714856,0.2,0,0
989,0,48,0,12,59334,0,208034,0,0,3,3,50,0,12230,3,1,1,0,0,0,3,11,1,2,134.589313021442,1,3.89182029811063,93.9470678814984,0.4,0,0
990,0,38,0,11,48207,0,179539,0,1,2,4,38,0,10120,3,2,0,1842,3,0,4,8,1,2,130.457777714619,2,7.32712329225929,87.17763349667,0.7,1,3857.23093467342
992,0,45,0,10,96708,0,272829,1,1,3,3,29,1,7880,4,2,0,4148,2,0,7,9,1,2,143.683878785369,2,7.65728279297819,78.9567475877044,0.6,1,3880.18157907832
995,0,30,0,0,0,0,0,0,1,2,2,18,0,1500,10,6,0,0,0,0,0,7,0,1,0,0,6.86797440897029,40.5424053774084,0.3,0,0
996,0,46,0,10,134752,0,0,0,0,4,7,30,1,29930,4,5,0,3722,2,0,1,13,1,3,0,1,3.85014760171006,133.524524179263,0.6,1,4553.56399723054
998,1,45,1,10,39032,1,209556,0,1,3,6,43,0,10520,1,6,0,0,0,0,1,11,1,3,129.538077964124,1,7.65728279297819,88.5235301022181,0.7,1,3755.53161950357
1001,0,28,2,12,56943,1,0,0,0,2,4,60,0,5810,6,1,0,0,0,0,0,10,0,2,0,0,3.36729582998647,69.9530004578696,0.3,0,0
1007,0,44,0,12,87190,0,260524,1,0,4,6,36,1,24900,3,5,1,0,0,0,0,12,1,3,141.862095059391,0,3.80666248977032,124.242160359154,0.3,0,0
1008,0,52,0,14,284898,0,645241,1,0,5,6,33,1,35190,3,5,1,0,0,0,0,19,1,3,168.018430461529,0,3.97029191355212,142.252515649723,0.1,0,0
1016,0,47,0,7,28654,0,144131,0,0,2,5,22,0,10990,1,4,1,0,0,0,2,8,0,2,121.909878372978,1,3.87120101090789,90.0652614000303,0.2,0,0
1022,0,45,1,15,91898,0,318207,1,0,4,7,47,0,16190,14,1,1,0,0,0,2,11,1,3,144.803666769151,1,3.8286413964891,104.922869922555,0.2,0,0
1027,2,36,3,6,26011,0,133863,1,0,1,3,41,0,18290,6,1,0,0,0,1,0,1,1,1,120.009054374319,0,3.61091791264422,110.076288382667,0.6,1,4025.07259647901
1032,0,39,0,11,107949,0,273486,0,1,3,5,49,0,7330,10,2,0,8043,2,0,6,11,1,3,145.088100561064,2,7.37775890822787,76.7228018481856,0.5,1,3788.00079304136
1033,1,52,1,12,50726,1,220288,0,0,3,6,12,0,1500,7,1,0,0,0,0,0,10,1,3,133.290031886321,0,3.97029191355212,40.5424053774084,0.4,0,0
1041,0,40,0,11,4404,0,0,0,1,4,2,54,0,10400,4,1,0,21205,2,0,1,17,1,2,0,1,7.42714413340862,88.123122348526,0.7,1,3698.7691117483
1065,0,31,2,7,35053,1,125625,0,0,2,3,28,1,12860,10,1,1,0,0,1,1,1,1,2,122.866072203939,1,3.46573590279973,95.8266690101759,0.7,1,3836.55940392387
1074,0,38,0,8,44575,0,164145,1,1,3,5,31,0,9760,11,2,0,3787,4,1,4,6,1,3,128.550526293652,2,7.32712329225929,85.9380091842753,0.6,1,3837.99914562278
1075,0,47,0,11,30452,0,150468,1,0,1,3,34,1,21210,1,3,1,0,0,0,0,8,1,1,123.076975835265,0,3.87120101090789,116.66824021389,0.5,0,0
1081,0,39,2,14,28846,0,151789,1,1,3,3,16,0,26370,1,2,0,0,0,0,2,8,1,2,122.520853052569,1,7.37775890822787,127.065887597854,0.4,0,0
1094,0,48,0,13,144515,0,378420,1,0,4,7,48,0,20750,10,1,0,3751,1,0,0,21,1,3,152.598612444611,0,3.89182029811063,115.668618127472,0.1,0,0
1099,0,45,0,0,0,0,0,0,0,3,1,22,1,14510,1,1,0,0,0,0,3,8,0,1,0,1,3.8286413964891,100.494885537945,0.3,0,0
1105,0,41,2,15,97679,1,273142,0,0,3,3,22,1,12850,1,1,1,38815,3,0,6,1,1,2,143.822097712195,2,3.73766961828337,95.7972825336633,0.8,1,4113.1661036349
1123,0,55,0,12,133966,0,342198,1,1,5,7,8,0,29170,6,2,0,34507,2,1,0,13,1,4,150.437303367365,0,8.0507033814703,132.187191098837,0.2,0,0
1135,0,63,0,17,86078,0,319488,1,1,3,5,13,0,20960,4,6,0,0,0,0,0,1,0,3,144.020358016035,0,8.31776616671934,116.126643554297,0.1,0,0
1142,0,49,0,12,24513,0,148422,1,0,1,3,27,0,8850,1,1,1,1263,1,0,1,1,1,1,120.352348725783,1,3.91202300542815,82.6733097605667,0.5,0,0
1155,0,46,0,12,103455,0,286457,0,0,4,7,21,0,13050,1,1,1,0,0,0,0,7,1,3,145.090828787032,0,3.85014760171006,96.3823574877716,0.2,0,0
1169,0,45,0,7,19599,0,134906,0,1,3,2,43,0,10740,6,1,0,0,0,0,2,1,0,2,116.744730111279,1,7.65728279297819,89.2503639703149,0.2,0,0
1176,0,46,0,9,107006,0,342272,1,0,4,6,7,0,16800,16,3,1,0,0,0,4,15,1,3,147.576431683553,2,3.85014760171006,106.460259246023,0.1,0,0
1178,0,53,0,13,80023,0,246532,1,1,3,3,58,1,20990,4,6,0,29379,2,1,5,9,1,2,140.169201765165,2,7.97796809312855,116.191844579046,0.8,1,4480.05353949489
1180,0,35,0,10,57241,0,0,0,0,1,4,36,0,11050,4,1,1,0,0,0,0,1,0,1,0,0,3.58351893845611,90.2591331991157,0.2,0,0
1184,0,35,0,11,122150,0,466804,1,1,4,7,41,0,26820,4,2,0,0,0,0,2,12,1,3,152.897773423965,1,7.16703787691222,127.91082737759,0.2,0,0
1185,2,56,2,17,28088,1,154530,0,0,3,4,46,0,9910,1,1,1,1157,1,0,3,1,1,2,122.386493397678,1,4.04305126783455,86.4578868324005,0.7,1,3787.72530727857
1193,0,40,0,11,49978,0,240143,1,0,4,2,40,1,21160,3,3,1,0,0,0,2,15,1,2,134.040964018705,1,3.71357206670431,116.560236817721,0.5,0,0
1196,0,51,0,5,94454,0,0,0,0,3,5,30,0,14370,3,1,0,5399,1,0,0,9,1,3,0,0,3.95124371858143,100.111916128382,0.4,0,0
1199,0,48,0,0,0,0,0,0,1,1,1,5,0,9060,1,2,0,0,0,0,2,1,1,0,0,1,7.78364059622125,83.4444228651087,0.6,1,3695.76719300851
1203,0,37,2,13,31725,0,148396,1,1,4,7,32,0,10860,4,2,0,3810,3,0,3,22,1,3,123.421466619625,1,7.27517231945277,89.6429569875991,0.5,0,0
1205,1,37,2,10,30843,0,132741,1,1,2,4,33,0,8280,6,6,0,0,0,0,1,8,1,2,121.933365465317,1,7.27517231945277,80.5217220857774,0.6,1,3629.31203555854
1207,0,39,0,13,18274,0,0,0,1,2,4,11,0,7230,6,2,0,0,0,0,0,1,0,2,0,0,7.37775890822787,76.305638362487,0.2,0,0
1208,0,39,0,10,31131,0,0,0,0,2,4,30,0,8510,6,1,1,37066,2,1,5,13,1,2,0,2,3.68887945411394,81.4005633219125,0.8,1,3801.37021882491
1212,0,37,4,0,0,0,55527,1,1,2,2,5,0,5700,1,6,0,4865,1,0,6,7,1,1,0,2,7.27517231945277,69.4226002780592,0.8,1,3708.97339226868
1213,0,50,0,12,26748,0,93311,0,0,1,3,25,0,9170,1,4,0,25089,2,1,1,6,1,1,116.660006564308,1,3.93182563272433,83.843949040931,0.8,1,3665.3942811447
1222,1,57,1,13,53227,0,204309,1,1,3,5,41,0,34950,6,1,0,0,0,0,0,11,1,3,133.062654052086,0,8.12088602109284,141.872503817882,0.2,0,0
1223,0,45,0,14,55848,0,216312,1,0,3,4,51,1,11580,6,4,1,0,0,0,1,7,1,2,134.274383656673,1,3.8286413964891,91.9441687586607,0.5,1,3795.9631295793
1226,0,55,0,0,0,0,0,0,1,5,2,36,0,2950,4,2,0,0,0,0,0,12,1,2,0,0,8.0507033814703,53.3321621557764,0.5,1,3146.58008441626
1227,0,63,0,14,51046,0,192050,1,1,5,8,18,0,7800,1,6,0,14357,3,0,5,1,1,4,131.880303819415,2,8.31776616671934,78.6379142069227,0.6,1,3811.45607607371
1229,0,47,0,10,35851,0,177502,1,0,2,4,8,0,9640,10,4,0,0,0,0,1,8,1,2,126.755540632934,1,3.87120101090789,85.5185513705708,0.3,0,0
1230,0,44,0,12,46781,0,0,0,1,3,5,29,0,17960,11,2,0,6545,1,0,5,15,1,3,0,2,7.61332497954064,109.291536349482,0.5,1,4300.05497932963
1231,1,54,1,0,0,0,0,1,1,3,1,37,0,10600,1,6,0,5493,3,0,1,8,1,1,0,1,8.01466637046494,88.7889073944519,0.8,1,3762.0529321551
1241,1,43,3,11,28021,1,0,0,0,2,4,31,0,16010,4,1,0,0,0,0,1,9,0,2,0,1,3.78418963391826,104.462411812248,0.3,0,0
1243,0,49,0,11,23711,0,0,0,1,2,4,25,0,8770,7,6,0,0,0,0,0,1,0,2,0,0,7.82404601085629,82.3765884480192,0.3,0,0
1244,0,39,0,13,49194,0,126703,1,0,2,6,34,1,24060,10,5,1,0,0,0,0,7,1,2,126.937455564227,0,3.68887945411394,122.582254827787,0.4,0,0
1246,0,58,0,12,61265,0,208445,1,1,4,7,49,0,3230,10,2,0,0,0,0,2,9,1,3,135.003238199913,1,8.15507488781144,55.3133591271394,0.3,0,0
1248,0,41,3,15,77267,0,177209,1,1,2,5,38,0,19580,3,1,0,0,0,0,3,6,1,2,136.01812150083,1,7.47533923656674,113.06295453326,0.4,0,0
1249,0,40,0,13,84506,0,251400,1,1,4,7,32,0,19100,6,1,0,0,0,1,5,15,1,3,141.067755031969,2,7.42714413340862,111.966217794009,0.3,0,0
1252,0,39,0,13,51091,0,185506,1,0,4,7,37,0,15450,1,1,0,0,0,0,0,17,1,3,131.515170682277,0,3.68887945411394,103.009137101579,0.2,0,0
1261,0,43,0,12,94641,0,299424,1,1,4,7,52,0,21400,6,2,0,11095,1,0,0,19,1,3,144.479209514766,0,7.56837926783652,117.077228485236,0.2,0,0
1275,0,51,0,17,48263,0,200023,1,1,2,5,39,0,24450,1,1,0,0,0,0,0,10,1,2,131.636967029547,0,7.90248743716286,123.35729287594,0.3,0,0
1281,0,39,0,14,28830,0,0,0,0,1,4,50,1,18930,1,3,1,0,0,1,5,1,1,1,0,2,3.68887945411394,111.573721598501,0.8,1,4365.46498973388
1285,0,23,5,14,11666,0,109363,1,1,1,4,26,0,5080,6,6,0,0,0,0,4,1,1,1,108.651249400837,2,6.35610766069589,66.3082413601425,0.7,1,3562.59335812755
1288,0,50,0,13,62626,0,0,0,1,2,3,36,1,13790,6,2,0,0,0,0,1,10,1,2,0,1,7.86365126544865,98.5003472958703,0.6,1,3884.18439048722
1290,0,40,0,14,93249,0,293000,0,1,4,7,35,0,27270,7,1,0,0,0,0,0,14,1,3,144.04419305474,0,7.42714413340862,128.747076399214,0.2,0,0
1291,0,45,0,14,49116,0,213351,0,1,2,4,41,0,18510,6,2,0,0,0,0,0,1,1,2,132.547602092067,0,7.65728279297819,110.594620613024,0.4,0,0
1304,0,30,2,14,28088,1,0,0,0,4,5,52,1,19340,6,3,1,32990,2,1,0,17,1,3,0,0,3.43398720448515,112.516682709069,0.8,1,4075.42047711291
1305,0,54,0,10,46624,0,212273,0,0,4,7,40,0,18990,13,3,0,0,0,0,0,13,1,3,131.854233835512,0,4.00733318523247,111.712496730758,0.2,0,0
1323,0,53,0,12,116419,0,356989,0,0,5,8,5,1,27300,4,5,0,1404,2,0,4,12,1,4,149.141910202069,2,3.98898404656427,128.802523035095,0.4,0,0
1342,2,45,3,17,62151,1,0,0,1,4,7,64,0,19550,10,2,0,0,0,0,5,14,1,3,0,2,7.65728279297819,112.994897010729,0.7,1,4370.65642719002
1348,0,29,1,14,15936,0,0,1,1,1,1,28,0,29510,4,4,0,6111,2,0,0,1,1,0,0,0,6.80239476332431,132.788093439529,0.6,1,4475.52471756318
1353,0,29,2,14,45299,0,148600,1,1,2,3,11,1,21330,4,2,0,0,0,0,0,1,1,2,127.677346997205,0,6.80239476332431,116.926809900262,0.4,0,0
1363,0,48,0,12,49711,0,0,0,1,2,5,5,0,11270,7,2,0,0,0,0,0,7,1,2,0,0,7.78364059622125,90.9644989555246,0.4,0,0
1371,0,45,1,12,212914,1,553525,0,0,5,8,24,0,14830,1,1,1,25614,2,1,4,20,1,4,162.241390412752,2,3.8286413964891,101.361776031256,0.4,0,0
1372,0,57,0,11,114830,0,0,0,0,5,7,26,1,26900,4,5,0,28321,2,0,0,13,1,4,0,0,4.06044301054642,128.060122297656,0.5,1,4385.12411082618
1378,0,35,1,12,15234,0,115903,1,1,1,4,6,0,6520,20,6,0,7535,2,0,5,4,1,1,112.306533683164,2,7.16703787691222,73.2361175262158,0.5,1,3720.87225080119
1381,0,34,0,9,31052,0,116137,1,1,2,4,63,0,13700,5,2,0,0,0,0,2,7,1,2,120.630849803785,1,7.11069612297883,98.2465556462929,0.5,0,0
1382,0,50,0,12,0,0,90196,1,1,3,1,31,1,6500,13,2,0,9098,1,0,2,7,1,1,0,1,7.86365126544865,73.1467359641131,0.6,1,3529.93702455602
1393,1,57,1,14,41645,0,160772,1,0,2,5,23,1,7200,4,4,1,5040,2,0,0,5,1,2,127.513210778286,0,4.06044301054642,76.1797967048675,0.6,1,3496.90904504135
1394,0,54,0,13,77864,0,299542,1,0,3,3,72,1,26930,1,1,1,0,0,0,0,13,0,2,142.023197794587,0,4.00733318523247,128.116037355406,0.1,0,0
1398,0,65,0,15,22481,0,127617,1,1,2,4,14,0,11340,9,6,0,33075,1,1,0,1,1,2,117.808631837391,0,8.37930948405285,91.18715217939,0.6,1,3753.89555606426
1404,0,44,0,11,62346,0,0,0,0,4,5,42,0,5900,1,4,1,0,0,1,0,18,1,3,0,0,3.80666248977032,70.3823799560038,0.6,1,3401.33409832181
1405,0,52,0,11,81849,0,273961,1,1,2,3,56,1,6700,1,2,0,4235,3,0,6,1,1,2,141.642722064909,2,7.94058382710424,74.0330552103611,0.8,1,3751.25600424908
1419,1,62,1,2,54776,0,237217,1,1,4,7,16,0,15770,4,6,0,11035,1,0,6,14,1,3,135.042871509373,2,8.28626945278307,103.843478208587,0.5,1,4301.48099694738
1421,0,46,0,9,19814,0,0,1,0,2,1,14,0,7310,7,4,1,0,0,0,0,1,1,1,0,0,3.85014760171006,76.6396509898183,0.5,0,0
1426,0,38,1,0,0,0,0,1,1,1,1,17,0,5850,6,2,0,5090,1,0,6,8,0,0,0,2,7.32712329225929,70.1443380996309,0.4,0,0
1431,0,38,0,4,22036,0,158037,1,0,2,4,32,1,7500,6,4,1,9416,1,0,2,9,1,2,119.711631486752,1,3.66356164612965,77.4240059523278,0.6,1,3612.52781734036
1435,2,44,2,13,155897,1,398191,0,1,4,7,84,0,33800,4,1,0,0,0,0,1,12,0,3,154.181251753581,1,7.61332497954064,140.028934918725,0.2,0,0
1437,1,37,1,7,17589,0,132645,1,1,1,4,51,0,9370,6,2,0,0,0,0,0,1,1,1,115.301430718409,0,7.27517231945277,84.56286168758,0.5,0,0
1438,0,57,0,12,68350,0,222894,1,0,3,3,15,1,18700,8,3,0,2757,1,0,1,11,1,2,137.089592228028,1,4.06044301054642,111.03922481173,0.4,0,0
1442,0,45,2,15,39196,1,0,0,1,2,5,25,0,17300,14,6,0,7410,3,0,3,1,1,2,0,1,7.65728279297819,107.694953330233,0.7,1,4205.39794243857
1464,0,53,0,6,59144,0,205862,1,0,5,6,24,0,14870,3,1,0,0,0,1,0,13,1,3,134.434717015725,0,3.98898404656427,101.469324048516,0.3,0,0
1471,0,42,1,7,139335,1,0,0,1,5,6,29,0,3470,10,2,0,9828,1,0,5,14,1,3,0,2,7.52240023138712,56.9288572982106,0.6,1,3425.6835526588
1473,0,46,0,11,45372,0,236719,1,0,2,3,24,1,22790,4,5,0,0,0,0,0,1,1,2,132.689139963973,0,3.85014760171006,120.003394279042,0.4,0,0
1476,0,49,0,0,0,0,0,0,1,3,2,23,0,6400,6,6,0,0,0,0,1,8,0,2,0,1,7.82404601085629,72.6972668427947,0.3,0,0
1478,0,50,0,14,40447,0,192990,1,0,2,3,19,1,5540,7,4,0,0,0,0,0,1,1,2,129.100821798747,0,3.93182563272433,68.639727844406,0.5,0,0
1479,1,44,2,2,68081,1,221459,0,1,4,6,32,0,25040,6,6,0,47837,1,1,6,18,1,3,136.9691554338,2,7.61332497954064,124.515440508374,0.8,1,4702.0809930721
1487,0,41,1,14,2346,1,0,0,1,1,1,13,0,5830,11,6,0,8521,2,0,0,6,1,0,0,0,7.47533923656674,70.04877038953,0.8,1,3421.14778645102
1492,0,42,0,0,0,0,0,1,0,3,1,13,1,5700,10,4,0,0,0,0,5,1,1,1,0,2,3.76120011569356,69.4226002780592,0.7,1,3643.84483022274
1496,0,50,0,12,126172,0,0,0,0,4,7,43,0,14120,6,1,1,0,0,0,0,1,1,3,0,0,3.93182563272433,99.422282884367,0.3,0,0
1497,0,43,2,0,0,0,117111,1,1,1,2,44,0,5800,6,6,0,4959,1,0,3,6,1,1,0,1,7.56837926783652,69.9050393074031,0.8,1,3565.12262536971
1515,0,48,0,10,80756,0,276395,1,1,2,3,47,1,17640,18,4,0,0,0,0,0,1,0,2,141.574341242376,0,7.78364059622125,108.522033655877,0.1,0,0
1519,0,44,0,11,18612,0,0,0,0,5,7,24,0,21160,3,3,0,0,0,0,1,12,1,4,0,1,3.80666248977032,116.560236817721,0.4,0,0
1522,0,36,2,13,19934,1,0,0,0,2,4,17,0,10790,6,4,1,7797,2,0,9,1,1,2,0,2,3.61091791264422,89.4142711997665,0.8,1,4202.58957780126
1526,0,37,3,0,0,0,0,1,1,2,2,17,0,7510,5,2,0,7421,2,0,0,7,1,1,0,0,7.27517231945277,77.4649468804305,0.6,1,3497.83829252945
1537,0,58,0,14,56383,0,248930,1,1,3,5,31,0,16140,9,1,0,0,0,0,0,10,1,3,135.9280087701,0,8.15507488781144,104.7952826463,0.2,0,0
1538,2,38,2,11,30886,1,0,0,0,2,4,27,1,8390,1,4,0,9267,3,0,2,6,1,2,0,1,3.66356164612965,80.943889093116,0.9,1,3670.33829047266
